number,solved,mode,solution
2375,TRUE,4,3+7 = 2*5
2376,TRUE,1,2+7 = 3+6
2377,TRUE,6,2+7/7 = 3
2378,TRUE,1,2+8 = 3+7
2379,TRUE,14,√(7-9/3) = 2
2380,TRUE,5,8/2-3 = 0!
2381,TRUE,6,8/2-3 = 1
2382,TRUE,4,2*3+2 = 8
2383,TRUE,1,2+3+3 = 8
2384,TRUE,6,2+8 = 3!+4
2385,TRUE,6,3!/2+5 = 8
2386,TRUE,18,√(3!*6) = 8-2
2387,TRUE,1,2+8 = 3+7
2388,TRUE,6,2+8/8 = 3
2389,TRUE,1,2+9 = 3+8
2390,TRUE,5,9/3-2 = 0!
2391,TRUE,6,9/3-2 = 1
2392,TRUE,11,√(√(3^2^2)) = √(9)
2393,TRUE,4,2*3+3 = 9
2394,TRUE,1,2+3+4 = 9
2395,TRUE,6,2+9/3 = 5
2396,TRUE,2,2*9 = 3*6
2397,TRUE,14,√(7-9/3) = 2
2398,TRUE,1,2+9 = 3+8
2399,TRUE,6,2+9/9 = 3
2400,TRUE,2,2*0 = 4*0
2401,TRUE,5,2+0!+1 = 4
2402,TRUE,1,2+2 = 4+0
2403,TRUE,5,2+3 = 4+0!
2404,TRUE,4,2*0+4 = 4
2405,TRUE,5,2+4 = 0!+5
2406,TRUE,1,2+4 = 0+6
2407,TRUE,5,2+4+0! = 7
2408,TRUE,4,2*4+0 = 8
2409,TRUE,5,2*4+0! = 9
2410,TRUE,5,2+0!+1 = 4
2411,TRUE,1,2+1+1 = 4
2412,TRUE,2,2*2 = 4*1
2413,TRUE,1,2+3 = 4+1
2414,TRUE,6,2-4/4 = 1
2415,TRUE,1,2+4 = 1+5
2416,TRUE,4,2+4*1 = 6
2417,TRUE,1,2+4+1 = 7
2418,TRUE,2,2*4 = 1*8
2419,TRUE,4,2*4+1 = 9
2420,TRUE,1,2+2 = 4+0
2421,TRUE,2,2*2 = 4*1
2422,TRUE,9,√(2^2)+2 = 4
2423,TRUE,4,2*3 = 2+4
2424,TRUE,1,2+4 = 2+4
2425,TRUE,6,2/2+4 = 5
2426,TRUE,4,2+6 = 2*4
2427,TRUE,18,√(√(√(4)+7)!-2) = 2
2428,TRUE,1,2+4+2 = 8
2429,TRUE,10,4-2/2 = √(9)
2430,TRUE,5,2+3 = 4+0!
2431,TRUE,1,2+3 = 4+1
2432,TRUE,4,3*2 = 2+4
2433,TRUE,1,2+4 = 3+3
2434,TRUE,6,2+4/4 = 3
2435,TRUE,1,2+5 = 4+3
2436,TRUE,2,2*6 = 4*3
2437,TRUE,6,4+3!/2 = 7
2438,TRUE,6,2+8 = 4+3!
2439,TRUE,1,2+4+3 = 9
2440,TRUE,5,2-4/4 = 0!
2441,TRUE,6,2-4/4 = 1
2442,TRUE,1,2+4 = 4+2
2443,TRUE,6,2+4/4 = 3
2444,TRUE,4,4+4 = 2*4
2445,TRUE,10,√(5-4/4) = 2
2446,TRUE,1,2+6 = 4+4
2447,TRUE,16,(7-4)! = 2+4
2448,TRUE,2,2*8 = 4*4
2449,TRUE,10,2+4/4 = √(9)
2450,TRUE,5,2+4 = 5+0!
2451,TRUE,1,2+4 = 5+1
2452,TRUE,6,2/2+4 = 5
2453,TRUE,1,2+5 = 4+3
2454,TRUE,10,√(5-4/4) = 2
2455,TRUE,9,(√(4^2))!*5 = 5!
2456,TRUE,4,4+6 = 2*5
2457,TRUE,1,2+7 = 4+5
2458,TRUE,6,2+4!/8 = 5
2459,TRUE,9,√(4^2)+5 = 9
2460,TRUE,1,2+4 = 6+0
2461,TRUE,4,2+4*1 = 6
2462,TRUE,4,6+2 = 2*4
2463,TRUE,2,2*6 = 4*3
2464,TRUE,1,2+6 = 4+4
2465,TRUE,4,4+6 = 2*5
2466,TRUE,6,2+4!/6 = 6
2467,TRUE,6,4+6/2 = 7
2468,TRUE,1,2+8 = 4+6
2469,TRUE,6,2*9+6 = 4!
2470,TRUE,5,2+4+0! = 7
2471,TRUE,1,2+4+1 = 7
2472,TRUE,18,√(√(√(4)+7)!-2) = 2
2473,TRUE,6,4+3!/2 = 7
2474,TRUE,16,(7-4)! = 2+4
2475,TRUE,1,2+7 = 4+5
2476,TRUE,6,4+6/2 = 7
2477,TRUE,10,√(4*7/7) = 2
2478,TRUE,6,2*4*7! = 8!
2479,TRUE,1,2+9 = 4+7
2480,TRUE,4,2*4+0 = 8
2481,TRUE,2,2*4 = 8*1
2482,TRUE,1,2+4+2 = 8
2483,TRUE,6,2+8 = 4+3!
2484,TRUE,2,2*8 = 4*4
2485,TRUE,6,2+4!/8 = 5
2486,TRUE,1,2+8 = 4+6
2487,TRUE,6,2*4*7! = 8!
2488,TRUE,6,4+8/2 = 8
2489,TRUE,14,2 = √(4)(9-8)
2490,TRUE,5,2*4+0! = 9
2491,TRUE,4,2*4+1 = 9
2492,TRUE,10,4-2/2 = √(9)
2493,TRUE,1,2+4+3 = 9
2494,TRUE,10,2+4/4 = √(9)
2495,TRUE,9,√(4^2)+5 = 9
2496,TRUE,6,2*9+6 = 4!
2497,TRUE,1,2+9 = 4+7
2498,TRUE,14,2 = √(4)(9-8)
2499,TRUE,10,√(4*9/9) = 2
2500,TRUE,2,2*0 = 5*0
2501,TRUE,5,0!^2 = 1^5
2502,TRUE,4,2+5*0 = 2
2503,TRUE,1,2+3 = 5+0
2504,TRUE,5,2+4 = 5+0!
2505,TRUE,4,2*0+5 = 5
2506,TRUE,5,2+5 = 0!+6
2507,TRUE,1,2+5 = 0+7
2508,TRUE,5,2+5+0! = 8
2509,TRUE,5,0!+9 = 2*5
2510,TRUE,5,0!^2 = 1^5
2511,TRUE,3,1^2 = 1^5
2512,TRUE,1,2+1+2 = 5
2513,TRUE,4,2*1+3 = 5
2514,TRUE,1,2+4 = 5+1
2515,TRUE,6,2-5/5 = 1
2516,TRUE,1,2+5 = 1+6
2517,TRUE,4,2+5*1 = 7
2518,TRUE,1,2+5+1 = 8
2519,TRUE,4,1+9 = 2*5
2520,TRUE,4,2+5*0 = 2
2521,TRUE,1,2+2+1 = 5
2522,TRUE,10,√(5-2/2) = 2
2523,TRUE,6,2/2+5 = 3!
2524,TRUE,6,2/2+4 = 5
2525,TRUE,1,2+5 = 2+5
2526,TRUE,6,2/2+5 = 6
2527,TRUE,9,√(2^2)+5 = 7
2528,TRUE,4,2+8 = 2*5
2529,TRUE,1,2+5+2 = 9
2530,TRUE,1,2+3 = 5+0
2531,TRUE,4,2+3*1 = 5
2532,TRUE,6,2+3!/2 = 5
2533,TRUE,6,2+3! = 5+3
2534,TRUE,1,2+5 = 3+4
2535,TRUE,6,2+5/5 = 3
2536,TRUE,1,2+6 = 5+3
2537,TRUE,4,3+7 = 2*5
2538,TRUE,6,5+3!/2 = 8
2539,TRUE,6,2+9/3 = 5
2540,TRUE,5,2+4 = 5+0!
2541,TRUE,1,2+4 = 5+1
2542,TRUE,6,2/2+4 = 5
2543,TRUE,1,2+5 = 4+3
2544,TRUE,10,√(5-4/4) = 2
2545,TRUE,9,(√(4^2))!*5 = 5!
2546,TRUE,4,4+6 = 2*5
2547,TRUE,1,2+7 = 5+4
2548,TRUE,6,2+4!/8 = 5
2549,TRUE,9,√(4^2)+5 = 9
2550,TRUE,5,2-5/5 = 0!
2551,TRUE,6,2-5/5 = 1
2552,TRUE,1,2+5 = 5+2
2553,TRUE,6,2+5/5 = 3
2554,TRUE,9,(√(4^2))!*5 = 5!
2555,TRUE,4,5+5 = 2*5
2556,TRUE,16,(2+5/5)! = 6
2557,TRUE,15,2+√(5*5) = 7
2558,TRUE,1,2+8 = 5+5
2559,TRUE,10,2+5/5 = √(9)
2560,TRUE,5,2+5 = 6+0!
2561,TRUE,1,2+5 = 6+1
2562,TRUE,6,2+6/2 = 5
2563,TRUE,1,2+6 = 5+3
2564,TRUE,4,6+4 = 2*5
2565,TRUE,16,(2+5/5)! = 6
2566,TRUE,9,(√(5^2))!*6 = 6!
2567,TRUE,4,5+7 = 2*6
2568,TRUE,6,5+6/2 = 8
2569,TRUE,1,2+9 = 5+6
2570,TRUE,1,2+5 = 7+0
2571,TRUE,4,2+5*1 = 7
2572,TRUE,9,√(2^2)+5 = 7
2573,TRUE,4,7+3 = 2*5
2574,TRUE,1,2+7 = 5+4
2575,TRUE,15,2+√(5*5) = 7
2576,TRUE,4,5+7 = 2*6
2577,TRUE,10,√(5-7/7) = 2
2578,TRUE,14,√(5-8+7) = 2
2579,TRUE,4,5+9 = 2*7
2580,TRUE,5,2+5+0! = 8
2581,TRUE,1,2+5+1 = 8
2582,TRUE,4,8+2 = 2*5
2583,TRUE,6,5+3!/2 = 8
2584,TRUE,6,2+4!/8 = 5
2585,TRUE,1,2+8 = 5+5
2586,TRUE,6,5+6/2 = 8
2587,TRUE,14,√(5-8+7) = 2
2588,TRUE,10,√(5-8/8) = 2
2589,TRUE,6,5+8/2 = 9
2590,TRUE,5,9+0! = 2*5
2591,TRUE,4,9+1 = 2*5
2592,TRUE,1,2+5+2 = 9
2593,TRUE,6,2+9/3 = 5
2594,TRUE,9,√(4^2)+5 = 9
2595,TRUE,10,2+5/5 = √(9)
2596,TRUE,1,2+9 = 5+6
2597,TRUE,4,5+9 = 2*7
2598,TRUE,6,5+8/2 = 9
2599,TRUE,10,√(5-9/9) = 2
2600,TRUE,2,2*0 = 6*0
2601,TRUE,5,0!^2 = 1^6
2602,TRUE,4,2+6*0 = 2
2603,TRUE,4,6+0 = 2*3
2604,TRUE,1,2+4 = 6+0
2605,TRUE,5,2+5 = 6+0!
2606,TRUE,4,2*0+6 = 6
2607,TRUE,5,2+6 = 0!+7
2608,TRUE,1,2+6 = 0+8
2609,TRUE,5,2+6+0! = 9
2610,TRUE,5,0!^2 = 1^6
2611,TRUE,3,1^2 = 1^6
2612,TRUE,6,6/2-1 = 2
2613,TRUE,1,2+1+3 = 6
2614,TRUE,4,2*1+4 = 6
2615,TRUE,1,2+5 = 6+1
2616,TRUE,6,2-6/6 = 1
2617,TRUE,1,2+6 = 1+7
2618,TRUE,4,2+6*1 = 8
2619,TRUE,1,2+6+1 = 9
2620,TRUE,4,2+6*0 = 2
2621,TRUE,6,6/2-2 = 1
2622,TRUE,1,2+2+2 = 6
2623,TRUE,6,2+3! = 2+6
2624,TRUE,4,2*4 = 2+6
2625,TRUE,6,2+6/2 = 5
2626,TRUE,1,2+6 = 2+6
2627,TRUE,6,2/2+6 = 7
2628,TRUE,6,2+8/2 = 6
2629,TRUE,11,6/2 = √(√(9^2))
2630,TRUE,4,2*3+0 = 6
2631,TRUE,1,2+3+1 = 6
2632,TRUE,6,2+3! = 6+2
2633,TRUE,6,2+3!/6 = 3
2634,TRUE,2,2*6 = 3*4
2635,TRUE,1,2+6 = 3+5
2636,TRUE,6,2+6/6 = 3
2637,TRUE,1,2+7 = 6+3
2638,TRUE,18,√(3!*6) = 8-2
2639,TRUE,2,2*9 = 6*3
2640,TRUE,1,2+4 = 6+0
2641,TRUE,4,2+4*1 = 6
2642,TRUE,4,4*2 = 2+6
2643,TRUE,2,2*6 = 4*3
2644,TRUE,1,2+6 = 4+4
2645,TRUE,4,6+4 = 2*5
2646,TRUE,6,2+4!/6 = 6
2647,TRUE,6,6/2+4 = 7
2648,TRUE,1,2+8 = 6+4
2649,TRUE,6,2*9+6 = 4!
2650,TRUE,5,2+5 = 6+0!
2651,TRUE,1,2+5 = 6+1
2652,TRUE,6,2+6/2 = 5
2653,TRUE,1,2+6 = 5+3
2654,TRUE,4,6+4 = 2*5
2655,TRUE,16,(2+5/5)! = 6
2656,TRUE,9,(√(5^2))!*6 = 6!
2657,TRUE,4,5+7 = 2*6
2658,TRUE,6,6/2+5 = 8
2659,TRUE,1,2+9 = 6+5
2660,TRUE,5,2-6/6 = 0!
2661,TRUE,6,2-6/6 = 1
2662,TRUE,1,2+6 = 6+2
2663,TRUE,6,2+6/6 = 3
2664,TRUE,6,2+4!/6 = 6
2665,TRUE,9,(√(5^2))!*6 = 6!
2666,TRUE,4,6+6 = 2*6
2667,TRUE,16,(2+7-6)! = 6
2668,TRUE,12,6^2 = √(√(6^8))
2669,TRUE,6,6/2+6 = 9
2670,TRUE,5,2+6 = 7+0!
2671,TRUE,1,2+6 = 7+1
2672,TRUE,6,2/2+6 = 7
2673,TRUE,1,2+7 = 6+3
2674,TRUE,6,6/2+4 = 7
2675,TRUE,4,7+5 = 2*6
2676,TRUE,16,(2+7-6)! = 6
2677,TRUE,9,(√(6^2))!*7 = 7!
2678,TRUE,4,6+8 = 2*7
2679,TRUE,6,2+7!/6! = 9
2680,TRUE,1,2+6 = 8+0
2681,TRUE,4,2+6*1 = 8
2682,TRUE,6,2+8/2 = 6
2683,TRUE,18,√(3!*6) = 8-2
2684,TRUE,1,2+8 = 6+4
2685,TRUE,6,6/2+5 = 8
2686,TRUE,12,6^2 = √(√(6^8))
2687,TRUE,4,6+8 = 2*7
2688,TRUE,15,2+6 = √(8*8)
2689,TRUE,17,2^(9-6) = 8
2690,TRUE,5,2+6+0! = 9
2691,TRUE,1,2+6+1 = 9
2692,TRUE,11,6/2 = √(√(9^2))
2693,TRUE,2,2*9 = 6*3
2694,TRUE,6,2*9+6 = 4!
2695,TRUE,1,2+9 = 6+5
2696,TRUE,6,6/2+6 = 9
2697,TRUE,6,2+7!/6! = 9
2698,TRUE,17,2^(9-6) = 8
2699,TRUE,16,(2+9/9)! = 6
2700,TRUE,2,2*0 = 7*0
2701,TRUE,5,0!^2 = 1^7
2702,TRUE,4,2+7*0 = 2
2703,TRUE,5,2*3+0! = 7
2704,TRUE,5,2+0!+4 = 7
2705,TRUE,1,2+5 = 7+0
2706,TRUE,5,2+6 = 7+0!
2707,TRUE,4,2*0+7 = 7
2708,TRUE,5,2+7 = 0!+8
2709,TRUE,1,2+7 = 0+9
2710,TRUE,5,0!^2 = 1^7
2711,TRUE,3,1^2 = 1^7
2712,TRUE,8,2*1^7 = 2
2713,TRUE,6,2*3+1 = 7
2714,TRUE,1,2+1+4 = 7
2715,TRUE,4,2*1+5 = 7
2716,TRUE,1,2+6 = 7+1
2717,TRUE,6,2-7/7 = 1
2718,TRUE,1,2+7 = 1+8
2719,TRUE,4,2+7*1 = 9
2720,TRUE,4,2+7*0 = 2
2721,TRUE,8,2*1^7 = 2
2722,TRUE,18,√(√(2+7)!-2) = 2
2723,TRUE,1,2+2+3 = 7
2724,TRUE,18,√(√(√(4)+7)!-2) = 2
2725,TRUE,9,√(2^2)+5 = 7
2726,TRUE,6,2/2+6 = 7
2727,TRUE,1,2+7 = 2+7
2728,TRUE,6,2/2+7 = 8
2729,TRUE,9,√(2^2)+7 = 9
2730,TRUE,5,2*3+0! = 7
2731,TRUE,4,2*3+1 = 7
2732,TRUE,1,2+3+2 = 7
2733,TRUE,4,3*3 = 2+7
2734,TRUE,6,7-3!/2 = 4
2735,TRUE,4,7+3 = 2*5
2736,TRUE,1,2+7 = 3+6
2737,TRUE,6,2+7/7 = 3
2738,TRUE,1,2+8 = 7+3
2739,TRUE,14,√(7-9/3) = 2
2740,TRUE,5,2+4+0! = 7
2741,TRUE,1,2+4+1 = 7
2742,TRUE,18,√(√(√(4)+7)!-2) = 2
2743,TRUE,6,7-3!/2 = 4
2744,TRUE,16,(7-4)! = 2+4
2745,TRUE,1,2+7 = 4+5
2746,TRUE,6,7-6/2 = 4
2747,TRUE,10,√(4*7/7) = 2
2748,TRUE,6,2*7!*4 = 8!
2749,TRUE,1,2+9 = 7+4
2750,TRUE,1,2+5 = 7+0
2751,TRUE,4,2+5*1 = 7
2752,TRUE,9,√(2^2)+5 = 7
2753,TRUE,4,7+3 = 2*5
2754,TRUE,1,2+7 = 5+4
2755,TRUE,15,2+√(5*5) = 7
2756,TRUE,4,7+5 = 2*6
2757,TRUE,10,√(5-7/7) = 2
2758,TRUE,14,√(5-8+7) = 2
2759,TRUE,4,5+9 = 2*7
2760,TRUE,5,2+6 = 7+0!
2761,TRUE,1,2+6 = 7+1
2762,TRUE,6,2/2+6 = 7
2763,TRUE,1,2+7 = 6+3
2764,TRUE,6,7-6/2 = 4
2765,TRUE,4,7+5 = 2*6
2766,TRUE,16,(2+7-6)! = 6
2767,TRUE,9,(√(6^2))!*7 = 7!
2768,TRUE,4,6+8 = 2*7
2769,TRUE,6,2+7!/6! = 9
2770,TRUE,5,2-7/7 = 0!
2771,TRUE,6,2-7/7 = 1
2772,TRUE,1,2+7 = 7+2
2773,TRUE,6,2+7/7 = 3
2774,TRUE,10,√(4*7/7) = 2
2775,TRUE,10,√(5-7/7) = 2
2776,TRUE,9,(√(6^2))!*7 = 7!
2777,TRUE,4,7+7 = 2*7
2778,TRUE,12,7^2 = √(√(7^8))
2779,TRUE,15,2+√(7*7) = 9
2780,TRUE,5,2+7 = 8+0!
2781,TRUE,1,2+7 = 8+1
2782,TRUE,6,2/2+7 = 8
2783,TRUE,1,2+8 = 7+3
2784,TRUE,6,2*7!*4 = 8!
2785,TRUE,14,√(5-8+7) = 2
2786,TRUE,4,8+6 = 2*7
2787,TRUE,12,7^2 = √(√(7^8))
2788,TRUE,9,(√(7^2))!*8 = 8!
2789,TRUE,4,7+9 = 2*8
2790,TRUE,1,2+7 = 9+0
2791,TRUE,4,2+7*1 = 9
2792,TRUE,9,√(2^2)+7 = 9
2793,TRUE,14,√(7-9/3) = 2
2794,TRUE,1,2+9 = 7+4
2795,TRUE,4,9+5 = 2*7
2796,TRUE,6,2+7!/6! = 9
2797,TRUE,15,2+√(7*7) = 9
2798,TRUE,4,7+9 = 2*8
2799,TRUE,15,2+7 = √(9*9)
2800,TRUE,2,2*0 = 8*0
2801,TRUE,5,0!^2 = 1^8
2802,TRUE,4,2+8*0 = 2
2803,TRUE,5,8/2-0! = 3
2804,TRUE,4,8+0 = 2*4
2805,TRUE,5,2+0!+5 = 8
2806,TRUE,1,2+6 = 8+0
2807,TRUE,5,2+7 = 8+0!
2808,TRUE,4,2*0+8 = 8
2809,TRUE,5,2+8 = 0!+9
2810,TRUE,5,0!^2 = 1^8
2811,TRUE,3,1^2 = 1^8
2812,TRUE,8,2*1^8 = 2
2813,TRUE,6,8/2-1 = 3
2814,TRUE,2,2*4 = 8*1
2815,TRUE,1,2+1+5 = 8
2816,TRUE,4,2*1+6 = 8
2817,TRUE,1,2+7 = 8+1
2818,TRUE,6,2-8/8 = 1
2819,TRUE,1,2+8 = 1+9
2820,TRUE,4,2+8*0 = 2
2821,TRUE,8,2*1^8 = 2
2822,TRUE,2,2*2*2 = 8
2823,TRUE,4,2+2*3 = 8
2824,TRUE,1,2+2+4 = 8
2825,TRUE,4,2*5 = 2+8
2826,TRUE,6,2+8/2 = 6
2827,TRUE,6,2/2+7 = 8
2828,TRUE,1,2+8 = 2+8
2829,TRUE,6,2/2+8 = 9
2830,TRUE,5,8/2-3 = 0!
2831,TRUE,6,8/2-3 = 1
2832,TRUE,4,2*3+2 = 8
2833,TRUE,1,2+3+3 = 8
2834,TRUE,6,2+8 = 3!+4
2835,TRUE,6,8-3!/2 = 5
2836,TRUE,18,√(3!*6) = 8-2
2837,TRUE,1,2+8 = 3+7
2838,TRUE,6,2+8/8 = 3
2839,TRUE,1,2+9 = 8+3
2840,TRUE,4,2*4+0 = 8
2841,TRUE,2,2*4 = 8*1
2842,TRUE,1,2+4+2 = 8
2843,TRUE,6,2+8 = 4+3!
2844,TRUE,2,2*8 = 4*4
2845,TRUE,6,2+4!/8 = 5
2846,TRUE,1,2+8 = 4+6
2847,TRUE,6,2*4*7! = 8!
2848,TRUE,6,8/2+4 = 8
2849,TRUE,14,2 = √(4)(9-8)
2850,TRUE,5,2+5+0! = 8
2851,TRUE,1,2+5+1 = 8
2852,TRUE,4,5*2 = 2+8
2853,TRUE,6,8-3!/2 = 5
2854,TRUE,6,2+4!/8 = 5
2855,TRUE,1,2+8 = 5+5
2856,TRUE,6,8-6/2 = 5
2857,TRUE,14,√(5-8+7) = 2
2858,TRUE,10,√(5-8/8) = 2
2859,TRUE,6,8/2+5 = 9
2860,TRUE,1,2+6 = 8+0
2861,TRUE,4,2+6*1 = 8
2862,TRUE,6,2+8/2 = 6
2863,TRUE,18,√(3!*6) = 8-2
2864,TRUE,1,2+8 = 6+4
2865,TRUE,6,8-6/2 = 5
2866,TRUE,12,6^2 = √(√(6^8))
2867,TRUE,4,8+6 = 2*7
2868,TRUE,15,2+6 = √(8*8)
2869,TRUE,17,2^(9-6) = 8
2870,TRUE,5,2+7 = 8+0!
2871,TRUE,1,2+7 = 8+1
2872,TRUE,6,2/2+7 = 8
2873,TRUE,1,2+8 = 7+3
2874,TRUE,6,2*7!*4 = 8!
2875,TRUE,14,√(5-8+7) = 2
2876,TRUE,4,8+6 = 2*7
2877,TRUE,12,7^2 = √(√(7^8))
2878,TRUE,9,(√(7^2))!*8 = 8!
2879,TRUE,4,7+9 = 2*8
2880,TRUE,5,2-8/8 = 0!
2881,TRUE,6,2-8/8 = 1
2882,TRUE,1,2+8 = 8+2
2883,TRUE,6,2+8/8 = 3
2884,TRUE,6,8/2+4 = 8
2885,TRUE,10,√(5-8/8) = 2
2886,TRUE,15,2+6 = √(8*8)
2887,TRUE,9,(√(7^2))!*8 = 8!
2888,TRUE,4,8+8 = 2*8
2889,TRUE,10,2+8/8 = √(9)
2890,TRUE,5,2+8 = 9+0!
2891,TRUE,1,2+8 = 9+1
2892,TRUE,6,2/2+8 = 9
2893,TRUE,1,2+9 = 8+3
2894,TRUE,14,2 = √(4)(9-8)
2895,TRUE,6,8/2+5 = 9
2896,TRUE,17,2^(9-6) = 8
2897,TRUE,4,9+7 = 2*8
2898,TRUE,10,2+8/8 = √(9)
2899,TRUE,9,(√(8^2))!*9 = 9!
2900,TRUE,2,2*0 = 9*0
2901,TRUE,5,0!^2 = 1^9
2902,TRUE,4,2+9*0 = 2
2903,TRUE,5,9/3-2 = 0!
2904,TRUE,5,2*4+0! = 9
2905,TRUE,5,9+0! = 2*5
2906,TRUE,5,2+0!+6 = 9
2907,TRUE,1,2+7 = 9+0
2908,TRUE,5,2+8 = 9+0!
2909,TRUE,4,2*0+9 = 9
2910,TRUE,5,0!^2 = 1^9
2911,TRUE,3,1^2 = 1^9
2912,TRUE,8,2*1^9 = 2
2913,TRUE,6,9/3-2 = 1
2914,TRUE,6,2*4+1 = 9
2915,TRUE,4,9+1 = 2*5
2916,TRUE,1,2+1+6 = 9
2917,TRUE,4,2*1+7 = 9
2918,TRUE,1,2+8 = 9+1
2919,TRUE,6,2-9/9 = 1
2920,TRUE,4,2+9*0 = 2
2921,TRUE,8,2*1^9 = 2
2922,TRUE,10,2+2/2 = √(9)
2923,TRUE,11,√(√(3^2^2)) = √(9)
2924,TRUE,10,4-2/2 = √(9)
2925,TRUE,1,2+2+5 = 9
2926,TRUE,11,6/2 = √(√(9^2))
2927,TRUE,9,√(2^2)+7 = 9
2928,TRUE,6,2/2+8 = 9
2929,TRUE,1,2+9 = 2+9
2930,TRUE,5,9/3-2 = 0!
2931,TRUE,6,9/3-2 = 1
2932,TRUE,11,√(√(3^2^2)) = √(9)
2933,TRUE,4,2*3+3 = 9
2934,TRUE,1,2+3+4 = 9
2935,TRUE,6,2+9/3 = 5
2936,TRUE,2,2*9 = 3*6
2937,TRUE,14,√(7-9/3) = 2
2938,TRUE,1,2+9 = 3+8
2939,TRUE,6,2+9/9 = 3
2940,TRUE,5,2*4+0! = 9
2941,TRUE,4,2*4+1 = 9
2942,TRUE,10,4-2/2 = √(9)
2943,TRUE,1,2+4+3 = 9
2944,TRUE,10,2+4/4 = √(9)
2945,TRUE,9,√(4^2)+5 = 9
2946,TRUE,6,2*9+6 = 4!
2947,TRUE,1,2+9 = 4+7
2948,TRUE,14,2 = √(4)(9-8)
2949,TRUE,10,√(4*9/9) = 2
2950,TRUE,5,9+0! = 2*5
2951,TRUE,4,9+1 = 2*5
2952,TRUE,1,2+5+2 = 9
2953,TRUE,6,2+9/3 = 5
2954,TRUE,9,√(4^2)+5 = 9
2955,TRUE,10,2+5/5 = √(9)
2956,TRUE,1,2+9 = 5+6
2957,TRUE,4,9+5 = 2*7
2958,TRUE,6,9-8/2 = 5
2959,TRUE,10,√(5-9/9) = 2
2960,TRUE,5,2+6+0! = 9
2961,TRUE,1,2+6+1 = 9
2962,TRUE,11,6/2 = √(√(9^2))
2963,TRUE,2,2*9 = 6*3
2964,TRUE,6,2*9+6 = 4!
2965,TRUE,1,2+9 = 6+5
2966,TRUE,6,9-6/2 = 6
2967,TRUE,6,2+7!/6! = 9
2968,TRUE,17,2^(9-6) = 8
2969,TRUE,16,(2+9/9)! = 6
2970,TRUE,1,2+7 = 9+0
2971,TRUE,4,2+7*1 = 9
2972,TRUE,9,√(2^2)+7 = 9
2973,TRUE,14,√(7-9/3) = 2
2974,TRUE,1,2+9 = 7+4
2975,TRUE,4,9+5 = 2*7
2976,TRUE,6,2+7!/6! = 9
2977,TRUE,15,2+√(7*7) = 9
2978,TRUE,4,9+7 = 2*8
2979,TRUE,15,2+7 = √(9*9)
2980,TRUE,5,2+8 = 9+0!
2981,TRUE,1,2+8 = 9+1
2982,TRUE,6,2/2+8 = 9
2983,TRUE,1,2+9 = 8+3
2984,TRUE,14,2 = √(4)(9-8)
2985,TRUE,6,9-8/2 = 5
2986,TRUE,17,2^(9-6) = 8
2987,TRUE,4,9+7 = 2*8
2988,TRUE,10,2+8/8 = √(9)
2989,TRUE,9,(√(8^2))!*9 = 9!
2990,TRUE,5,2-9/9 = 0!
2991,TRUE,6,2-9/9 = 1
2992,TRUE,1,2+9 = 9+2
2993,TRUE,6,2+9/9 = 3
2994,TRUE,10,√(4*9/9) = 2
2995,TRUE,10,√(5-9/9) = 2
2996,TRUE,16,(2+9/9)! = 6
2997,TRUE,15,2+7 = √(9*9)
2998,TRUE,9,(√(8^2))!*9 = 9!
2999,TRUE,4,9+9 = 2*9
